"ano";"musica";"artista";"video";"path"
1987;"emotion-in-motion";"ric-ocasek";"uvxy7asjvl4";"cifras\ric-ocasek\ric-ocasek_emotion-in-motion.html"
1987;"cest-la-vie";"robbie-nevil";"cgtf9qfitqw";"cifras\robbie-nevil\robbie-nevil_cest-la-vie.html"
1987;"sabado";"jose-augusto";"yaof_5pkxbw";"cifras\jose-augusto\jose-augusto_sabado.html"
1987;"me-perdoa,-poeta";"leci-brandao";"elkh0tcqege";"cifras\leci-brandao\leci-brandao_me-perdoa,-poeta.html"
1987;"coming-around-again";"carly-simon";"c0a7javdpju";"cifras\carly-simon\carly-simon_coming-around-again.html"
1987;"eu-ja-tirei-a-tua-roupa";"wando";"x5zovo8o7z0";"cifras\wando\wando_eu-ja-tirei-a-tua-roupa.html"
1987;"madagascar-olodum";"olodum";"u_es9aapd_c";"cifras\olodum\olodum_madagascar-olodum.html"
1987;"you-got-it-all";"the-jets";"sbynzektwci";"cifras\the-jets\the-jets_you-got-it-all.html"
1987;"walk-like-an-egyptian";"bangles";"cv6tuzhuuuk";"cifras\bangles\bangles_walk-like-an-egyptian.html"
1987;"dont-forget-me-(while-im-gone)";"glass-tiger";"jx6_-urg5fo";"cifras\glass-tiger\glass-tiger_dont-forget-me-(while-im-gone).html"
1987;"lets-wait-awhile";"janet-jackson";"jex833qycrk";"cifras\janet-jackson\janet-jackson_lets-wait-awhile.html"
1987;"everything-i-own";"boy-george";"xth0ud8gtpg";"cifras\boy-george\boy-george_everything-i-own.html"
1987;"o-nosso-amor-a-gente-inventa";"cazuza";"aju6b0hj9yu";"cifras\cazuza\cazuza_o-nosso-amor-a-gente-inventa.html"
1987;"head-to-toe";"lisa-lisa-&-cult-jam";"51iq8jmmfxy";"cifras\lisa-lisa-&-cult-jam\lisa-lisa-&-cult-jam_head-to-toe.html"
1987;"i-want-your-sex";"george-michael";"vldh7oqd-a4";"cifras\george-michael\george-michael_i-want-your-sex.html"
1987;"lambadas-iii";"fafa-de-belem";"fo5gblrahtc";"cifras\fafa-de-belem\fafa-de-belem_lambadas-iii.html"
1987;"in-too-deep";"genesis";"z6f2vyeo8hs";"cifras\genesis\genesis_in-too-deep.html"
1987;"is-this-love?";"whitesnake";"gojk0hw_hjw";"cifras\whitesnake\whitesnake_is-this-love?.html"
1987;"tiro-ao-alvaro";"adoniran-barbosa-&-elis-regina";"lpeaqg6letg";"cifras\adoniran-barbosa-&-elis-regina\adoniran-barbosa-&-elis-regina_tiro-ao-alvaro.html"
1987;"right-between-the-eyes";"wax";"zirjytteawk";"cifras\wax\wax_right-between-the-eyes.html"
1987;"two-people";"tina-turner";"scobfo20zw4";"cifras\tina-turner\tina-turner_two-people.html"
1987;"(i-just)-died-in-your-arms";"cutting-crew";"6dowhzchfga";"cifras\cutting-crew\cutting-crew_(i-just)-died-in-your-arms.html"
1987;"caleidoscopio";"dulce-quental";"xlem0d6n0m0";"cifras\dulce-quental\dulce-quental_caleidoscopio.html"
1987;"familia";"titas";"nme3l2mvpnm";"cifras\titas\titas_familia.html"
1987;"iluminados";"ivan-lins";"7p8a_hqw7eu";"cifras\ivan-lins\ivan-lins_iluminados.html"
1987;"passos-no-porao";"radio-taxi";"mpi9s_d5h88";"cifras\radio-taxi\radio-taxi_passos-no-porao.html"
1987;"lean-on-me";"club-nouveau";"iwizcnloogc";"cifras\club-nouveau\club-nouveau_lean-on-me.html"
1987;"la-isla-bonita";"madonna";"7yzw1nmb9fk";"cifras\madonna\madonna_la-isla-bonita.html"
1987;"glory-of-love";"peter-cetera";"xwhof_0-6hg";"cifras\peter-cetera\peter-cetera_glory-of-love.html"
1987;"meet-me-half-way";"kenny-loggins";"3pynd0msvxs";"cifras\kenny-loggins\kenny-loggins_meet-me-half-way.html"
1987;"open-your-heart";"madonna";"snstmi9n9gs";"cifras\madonna\madonna_open-your-heart.html"
1987;"change-of-heart";"cyndi-lauper";"svhefdsvpl0";"cifras\cyndi-lauper\cyndi-lauper_change-of-heart.html"
1987;"i-just-cant-stop-loving-you";"michael-jackson";"uo6pdvttzw8";"cifras\michael-jackson\michael-jackson_i-just-cant-stop-loving-you.html"
1987;"is-this-love";"survivor";"d812e8q7i4a";"cifras\survivor\survivor_is-this-love.html"
1987;"hospicio";"amado-batista";"yrn8mkp6rhs";"cifras\amado-batista\amado-batista_hospicio.html"
1987;"um-dia,-um-adeus";"guilherme-arantes";"poyweg4-03o";"cifras\guilherme-arantes\guilherme-arantes_um-dia,-um-adeus.html"
1987;"nothings-gonna-change-my-love-for-you";"glen-medeiros";"tjbbzprsq7i";"cifras\glen-medeiros\glen-medeiros_nothings-gonna-change-my-love-for-you.html"
1987;"terra-de-gigantes";"engenheiros-do-hawaii";"4jrvan520wm";"cifras\engenheiros-do-hawaii\engenheiros-do-hawaii_terra-de-gigantes.html"
1987;"alone";"heart";"1cw1ng75kp0";"cifras\heart\heart_alone.html"
1987;"aauu";"titas";"eyrzxkd_7ou";"cifras\titas\titas_aauu.html"
1987;"va-com-deus";"roberta-miranda";"6hewpd8vvws";"cifras\roberta-miranda\roberta-miranda_va-com-deus.html"
1987;"preciso-aprender-a-so-ser";"caetano-veloso";"tllmxaodbcw";"cifras\caetano-veloso\caetano-veloso_preciso-aprender-a-so-ser.html"
1987;"just-to-see-her";"smokey-robinson";"g5bvjurvobk";"cifras\smokey-robinson\smokey-robinson_just-to-see-her.html"
1987;"whats-going-on";"cyndi-lauper";"bdxklyujcxi";"cifras\cyndi-lauper\cyndi-lauper_whats-going-on.html"
1987;"hey-jude";"kiko-zambianchi";"xzh2y2iebic";"cifras\kiko-zambianchi\kiko-zambianchi_hey-jude.html"
1987;"only-in-my-dreams";"debbie-gibson";"iivgqwqvdci";"cifras\debbie-gibson\debbie-gibson_only-in-my-dreams.html"
1987;"rhythm-is-gonna-get-you";"gloria-estefan-&-miami-sound-machine";"vfjjf9tg5u4";"cifras\gloria-estefan-&-miami-sound-machine\gloria-estefan-&-miami-sound-machine_rhythm-is-gonna-get-you.html"
1987;"notorious";"duran-duran";"hgdmblapiku";"cifras\duran-duran\duran-duran_notorious.html"
1987;"a-voz-do-radio";"sula-miranda";"bqubieas-04";"cifras\sula-miranda\sula-miranda_a-voz-do-radio.html"
1987;"pinga-ni-mim";"sergio-reis";"sd5sczqgoya";"cifras\sergio-reis\sergio-reis_pinga-ni-mim.html"
1987;"holiday-rap";"m.c.-miker-g-&-d.j.-sven";"myvo7ef_uki";"cifras\m.c.-miker-g-&-d.j.-sven\m.c.-miker-g-&-d.j.-sven_holiday-rap.html"
1987;"ate-o-fim";"veronica-sabino";"rlsfuj2baco";"cifras\veronica-sabino\veronica-sabino_ate-o-fim.html"
1987;"rolam-as-pedras";"kiko-zambianchi";"auddjxorqus";"cifras\kiko-zambianchi\kiko-zambianchi_rolam-as-pedras.html"
1987;"diamonds";"herb-alpert";"bfmbvm8z9ok";"cifras\herb-alpert\herb-alpert_diamonds.html"
1987;"eu-gosto-de-mulher";"ultraje-a-rigor";"jrkabbhmi8m";"cifras\ultraje-a-rigor\ultraje-a-rigor_eu-gosto-de-mulher.html"
1987;"a-revolta-dos-dandis";"engenheiros-do-hawaii";"jhq9nctjgeg";"cifras\engenheiros-do-hawaii\engenheiros-do-hawaii_a-revolta-dos-dandis.html"
1987;"quero-ficar-com-voce";"maria-bethania";"4vtailhtuvq";"cifras\maria-bethania\maria-bethania_quero-ficar-com-voce.html"
1987;"gone-with-the-winner";"century";"ls-t5dvcka8";"cifras\century\century_gone-with-the-winner.html"
1987;"youre-the-voice";"john-farnham";"tbkoztsvrhs";"cifras\john-farnham\john-farnham_youre-the-voice.html"
1986;"greatest-love-of-all";"whitney-houston";"iyzlvdle72w";"cifras\whitney-houston\whitney-houston_greatest-love-of-all.html"
1986;"take-my-breath-away";"berlin";"fuis9yny_li";"cifras\berlin\berlin_take-my-breath-away.html"
1986;"demais";"veronica-sabino";"bnhhinuirfa";"cifras\veronica-sabino\veronica-sabino_demais.html"
1986;"eduardo-e-monica";"legiao-urbana";"k-fcdndqo88";"cifras\legiao-urbana\legiao-urbana_eduardo-e-monica.html"
1986;"quando-gira-o-mundo";"fabio-jr.";"6febms7t2b4";"cifras\fabio-jr.\fabio-jr._quando-gira-o-mundo.html"
1986;"the-captain-of-her-heart";"double";"lblx1jffmq4";"cifras\double\double_the-captain-of-her-heart.html"
1986;"alagados";"os-paralamas-do-sucesso";"o7n76qdxc6e";"cifras\os-paralamas-do-sucesso\os-paralamas-do-sucesso_alagados.html"
1986;"sina";"djavan";"2rabrxjqttu";"cifras\djavan\djavan_sina.html"
1986;"nikita";"elton-john";"porky6i0llc";"cifras\elton-john\elton-john_nikita.html"
1986;"thats-what-friends-are-for";"dionne-warwick-&-friends";"66qkf2jm6pc";"cifras\dionne-warwick-&-friends\dionne-warwick-&-friends_thats-what-friends-are-for.html"
1986;"on-my-own";"patti-labelle-&-michael-mcdonald";"ksh63qjlimm";"cifras\patti-labelle-&-michael-mcdonald\patti-labelle-&-michael-mcdonald_on-my-own.html"
1986;"aauu";"titas";"eyrzxkd_7ou";"cifras\titas\titas_aauu.html"
1986;"so-pro-meu-prazer";"herois-da-resistencia";"0u-9m9gfmx0";"cifras\herois-da-resistencia\herois-da-resistencia_so-pro-meu-prazer.html"
1986;"words-get-in-the-way";"gloria-estefan/miami-sound-machine";"wl62doeupb4";"cifras\gloria-estefan/miami-sound-machine\gloria-estefan/miami-sound-machine_words-get-in-the-way.html"
1986;"say-you,-say-me";"lionel-richie";"_7mi77iqmja";"cifras\lionel-richie\lionel-richie_say-you,-say-me.html"
1986;"indios";"legiao-urbana";"nm_gezvhsm0";"cifras\legiao-urbana\legiao-urbana_indios.html"
1986;"perigo";"zizi-possi";"lwvx_u5mwkk";"cifras\zizi-possi\zizi-possi_perigo.html"
1986;"true-colors";"cyndi-lauper";"lpn0kflbqx8";"cifras\cyndi-lauper\cyndi-lauper_true-colors.html"
1986;"bad-boy";"miami-sound-machine";"if_dfvqvyji";"cifras\miami-sound-machine\miami-sound-machine_bad-boy.html"
1986;"rock-me-amadeus";"falco";"cvikz8oe_xa";"cifras\falco\falco_rock-me-amadeus.html"
1986;"sweet-love";"anita-baker";"2v6upkmugne";"cifras\anita-baker\anita-baker_sweet-love.html"
1986;"so-pra-contrariar";"fundo-de-quintal";"sdqxyufkcfy";"cifras\fundo-de-quintal\fundo-de-quintal_so-pra-contrariar.html"
1986;"transas";"ritchie";"hvujtgo_w8a";"cifras\ritchie\ritchie_transas.html"
1986;"joga-fora";"sandra-sa";"nrhuqyydr1c";"cifras\sandra-sa\sandra-sa_joga-fora.html"
1986;"nem-um-toque";"rosana";"i--25oj6buw";"cifras\rosana\rosana_nem-um-toque.html"
1986;"glory-of-love";"peter-cetera";"xwhof_0-6hg";"cifras\peter-cetera\peter-cetera_glory-of-love.html"
1986;"holding-back-the-years";"simply-red";"yg07wsu7q9w";"cifras\simply-red\simply-red_holding-back-the-years.html"
1986;"decadence-avec-elegance";"lobao-&-os-ronaldos";"kp6_lntab18";"cifras\lobao-&-os-ronaldos\lobao-&-os-ronaldos_decadence-avec-elegance.html"
1986;"when-i-think-of-you";"janet-jackson";"ealekn9gq54";"cifras\janet-jackson\janet-jackson_when-i-think-of-you.html"
1986;"tempo-perdido";"legiao-urbana";"2hr7uqu6g80";"cifras\legiao-urbana\legiao-urbana_tempo-perdido.html"
1986;"broken-wings";"mr.-mister";"nkhn1t_7pey";"cifras\mr.-mister\mr.-mister_broken-wings.html"
1986;"musica-urbana";"capital-inicial";"eip9ad_zwao";"cifras\capital-inicial\capital-inicial_musica-urbana.html"
1986;"so-o-fim";"camisa-de-venus";"vd3amj4mmlw";"cifras\camisa-de-venus\camisa-de-venus_so-o-fim.html"
1986;"taken-in";"mike-+-the-mechanics";"pj1dh3bns2q";"cifras\mike-+-the-mechanics\mike-+-the-mechanics_taken-in.html"
1986;"i-miss-you";"klymaxx";"gvlhhjnppqg";"cifras\klymaxx\klymaxx_i-miss-you.html"
1986;"julieta";"sandro-becker";"_bacpeo9l9w";"cifras\sandro-becker\sandro-becker_julieta.html"
1986;"kiss";"prince-&-the-revolution";"l9hpxt1e7vq";"cifras\prince-&-the-revolution\prince-&-the-revolution_kiss.html"
1986;"more-than-i-can-bare";"matt-bianco";"gepzwtvhhai";"cifras\matt-bianco\matt-bianco_more-than-i-can-bare.html"
1986;"toda-forma-de-poder";"engenheiros-do-hawaii";"_aj8owl_unq";"cifras\engenheiros-do-hawaii\engenheiros-do-hawaii_toda-forma-de-poder.html"
1986;"garotos";"kid-abelha";"auyqqx_3bdk";"cifras\kid-abelha\kid-abelha_garotos.html"
1986;"duel";"propaganda";"nnq2zomb6hg";"cifras\propaganda\propaganda_duel.html"
1986;"why-worry";"dire-straits";"_03uxqiz6ey";"cifras\dire-straits\dire-straits_why-worry.html"
1986;"the-sweetest-taboo";"sade";"kcpc18sg6ua";"cifras\sade\sade_the-sweetest-taboo.html"
1986;"west-end-girls";"pet-shop-boys";"vibhm0o7gqe";"cifras\pet-shop-boys\pet-shop-boys_west-end-girls.html"
1986;"sweet-freedom";"michael-mcdonald";"u-xetxywyak";"cifras\michael-mcdonald\michael-mcdonald_sweet-freedom.html"
1986;"something-about-you";"level-42";"e-zp66eslto";"cifras\level-42\level-42_something-about-you.html"
1986;"alive-&-kicking";"simple-minds";"ljiqo1ohkti";"cifras\simple-minds\simple-minds_alive-&-kicking.html"
1986;"if-looks-could-kill";"heart";"lnjw-97m_zi";"cifras\heart\heart_if-looks-could-kill.html"
1986;"therell-be-sad-songs-(to-make-you-cry)";"billy-ocean";"kljpjzbxkau";"cifras\billy-ocean\billy-ocean_therell-be-sad-songs-(to-make-you-cry).html"
1986;"tudo-bem";"lulu-santos";"awpujf4l-xm";"cifras\lulu-santos\lulu-santos_tudo-bem.html"
1986;"livre-pra-viver";"claudio-zoli";"9mezb7tosom";"cifras\claudio-zoli\claudio-zoli_livre-pra-viver.html"
1986;"live-to-tell";"madonna";"izao9a9gjgi";"cifras\madonna\madonna_live-to-tell.html"
1986;"venus";"bananarama";"nkcu2_vs7xw";"cifras\bananarama\bananarama_venus.html"
1986;"sledgehammer";"peter-gabriel";"ojwje0x7t4q";"cifras\peter-gabriel\peter-gabriel_sledgehammer.html"
1986;"forever-young";"alphaville";"t1tcdhrkqyg";"cifras\alphaville\alphaville_forever-young.html"
1986;"voce";"os-paralamas-do-sucesso";"ku2hpmvgaja";"cifras\os-paralamas-do-sucesso\os-paralamas-do-sucesso_voce.html"
1986;"secret-lovers";"atlantic-starr";"ud7ekypfw3s";"cifras\atlantic-starr\atlantic-starr_secret-lovers.html"
1986;"burning-heart";"survivor";"kc71kzg87x4";"cifras\survivor\survivor_burning-heart.html"
1986;"conga";"miami-sound-machine";"rbm3rlgjhqq";"cifras\miami-sound-machine\miami-sound-machine_conga.html"
1986;"sara";"starship";"32sctb6_khg";"cifras\starship\starship_sara.html"
1986;"so-far-away";"dire-straits";"2aa64ect2zs";"cifras\dire-straits\dire-straits_so-far-away.html"
1986;"these-dreams";"heart";"41p8uxnedje";"cifras\heart\heart_these-dreams.html"
1986;"deus-nos-acuda";"fundo-de-quintal";"mtmmcjfm6zq";"cifras\fundo-de-quintal\fundo-de-quintal_deus-nos-acuda.html"
1986;"casanova";"lulu-santos";"0idyko5jfwu";"cifras\lulu-santos\lulu-santos_casanova.html"
1986;"yes";"tim-moore";"8qj5yjusp10";"cifras\tim-moore\tim-moore_yes.html"
1986;"garota-de-berlim";"tokyo";"djnbulneuae";"cifras\tokyo\tokyo_garota-de-berlim.html"
1986;"dancing-on-the-ceiling";"lionel-richie";"odqdxs75ulo";"cifras\lionel-richie\lionel-richie_dancing-on-the-ceiling.html"
1986;"with-you-all-the-way";"new-edition";"rgkafk5djsk";"cifras\new-edition\new-edition_with-you-all-the-way.html"
1986;"in-between-days";"the-cure";"scif2vfg1ug";"cifras\the-cure\the-cure_in-between-days.html"
1986;"papa-dont-preach";"madonna";"g333is7vpog";"cifras\madonna\madonna_papa-dont-preach.html"
1986;"ill-be-over-you";"toto";"aa6cghcobte";"cifras\toto\toto_ill-be-over-you.html"
1986;"if-you-leave";"orchestral-manoeuvres-in-the-dark";"epmtgfg06za";"cifras\orchestral-manoeuvres-in-the-dark\orchestral-manoeuvres-in-the-dark_if-you-leave.html"
1986;"the-finest";"sos-band";"ulezinhzv3o";"cifras\sos-band\sos-band_the-finest.html"
1986;"sahara-night";"f.r.-david";"-79qkv2rob8";"cifras\f.r.-david\f.r.-david_sahara-night.html"
1986;"new-york,-rio,-tokyo";"trio-rio";"tsrp7_t2ima";"cifras\trio-rio\trio-rio_new-york,-rio,-tokyo.html"
1986;"sintonia";"moraes-moreira";"ujihhz_ycvw";"cifras\moraes-moreira\moraes-moreira_sintonia.html"
1986;"judia-de-mim";"zeca-pagodinho";"do37i36e54o";"cifras\zeca-pagodinho\zeca-pagodinho_judia-de-mim.html"
1986;"im-your-man";"wham!";"kagl8rwtsqc";"cifras\wham!\wham!_im-your-man.html"
1986;"higher-love";"stevie-winwood";"k9olaiio3l8";"cifras\stevie-winwood\stevie-winwood_higher-love.html"
1986;"caminhoneiro-do-amor";"sula-miranda";"welvl5fhi-k";"cifras\sula-miranda\sula-miranda_caminhoneiro-do-amor.html"
1986;"do-leme-ao-pontal";"tim-maia";"h9cnxv0f6ei";"cifras\tim-maia\tim-maia_do-leme-ao-pontal.html"
1986;"stuck-with-you";"huey-lewis-&-the-news";"j08zwyscoj8";"cifras\huey-lewis-&-the-news\huey-lewis-&-the-news_stuck-with-you.html"
1986;"gosto-do-prazer";"a-cor-do-som/gilberto-gil";"xf9m-axw-7w";"cifras\a-cor-do-som/gilberto-gil\a-cor-do-som/gilberto-gil_gosto-do-prazer.html"
1986;"ill-never-be-(maria-magdalena)";"sandra";"fboympfsvl8";"cifras\sandra\sandra_ill-never-be-(maria-magdalena).html"
1986;"em-flor-(too-young)";"simone";"wobwwnpwohg";"cifras\simone\simone_em-flor-(too-young).html"
1986;"only-love";"nana-mouskouri";"x9gpfsvjuu4";"cifras\nana-mouskouri\nana-mouskouri_only-love.html"
1986;"dont-forget-me-(when-im-gone)";"glass-tiger";"jx6_-urg5fo";"cifras\glass-tiger\glass-tiger_dont-forget-me-(when-im-gone).html"
1986;"policia";"titas";"tczawp5fh_k";"cifras\titas\titas_policia.html"
1986;"living-in-america";"james-brown";"c5bl4rnfr58";"cifras\james-brown\james-brown_living-in-america.html"
1986;"melo-do-marinheiro";"os-paralamas-do-sucesso";"wc2enjt6xwc";"cifras\os-paralamas-do-sucesso\os-paralamas-do-sucesso_melo-do-marinheiro.html"
1986;"codinome-beija-flor";"cazuza";"nuxohj1szm4";"cifras\cazuza\cazuza_codinome-beija-flor.html"
1986;"its-only-love";"bryan-adams-&-tina-turner";"_6igcfvq2bq";"cifras\bryan-adams-&-tina-turner\bryan-adams-&-tina-turner_its-only-love.html"
1986;"maniac-monday";"bangles";"ssmvgoxdq2w";"cifras\bangles\bangles_maniac-monday.html"
1986;"gato-encantado";"claudia-olivetti";"xbt3xusmbis";"cifras\claudia-olivetti\claudia-olivetti_gato-encantado.html"
1986;"i-love-you-baby";"adriana";"ue3sv4qvxxc";"cifras\adriana\adriana_i-love-you-baby.html"
1986;"sede-dos-marujos";"ivan-lins";"euyhrvqbtjk";"cifras\ivan-lins\ivan-lins_sede-dos-marujos.html"
1986;"invisible-touch";"genesis";"pn60dr5gqpg";"cifras\genesis\genesis_invisible-touch.html"
1986;"anos-dourados";"maria-bethania";"3nxu7tij7qu";"cifras\maria-bethania\maria-bethania_anos-dourados.html"
1986;"so-eu-sei";"gilliard";"iy-x4rnmwme";"cifras\gilliard\gilliard_so-eu-sei.html"
1986;"veraneio-vascaina";"capital-inicial";"wcel8x9nuzq";"cifras\capital-inicial\capital-inicial_veraneio-vascaina.html"
1985;"we-are-the-world";"usa-for-africa";"zi0rpnselas";"cifras\usa-for-africa\usa-for-africa_we-are-the-world.html"
1985;"dona";"roupa-nova";"ey_o48vb_fu";"cifras\roupa-nova\roupa-nova_dona.html"
1985;"um-dia-de-domingo";"gal-costa-&-tim-maia";"kqksdt6pg6y";"cifras\gal-costa-&-tim-maia\gal-costa-&-tim-maia_um-dia-de-domingo.html"
1985;"careless-whisper";"wham!-featuring-george-michael";"izgwdsrq1eq";"cifras\wham!-featuring-george-michael\wham!-featuring-george-michael_careless-whisper.html"
1985;"louras-geladas";"rpm";"drturru15ce";"cifras\rpm\rpm_louras-geladas.html"
1985;"vitoriosa";"ivan-lins";"hatempvkwgc";"cifras\ivan-lins\ivan-lins_vitoriosa.html"
1985;"like-a-virgin";"madonna";"zhw5rvvg2v4";"cifras\madonna\madonna_like-a-virgin.html"
1985;"exagerado";"cazuza";"bdeq28s_rwq";"cifras\cazuza\cazuza_exagerado.html"
1985;"leva";"tim-maia";"t1klugcfgxu";"cifras\tim-maia\tim-maia_leva.html"
1985;"sintonia";"tunai";"usdelmlhdeg";"cifras\tunai\tunai_sintonia.html"
1985;"sera";"legiao-urbana";"s_hy89b05mo";"cifras\legiao-urbana\legiao-urbana_sera.html"
1985;"i-want-to-know-what-love-is";"foreigner";"rangeq3_dtm";"cifras\foreigner\foreigner_i-want-to-know-what-love-is.html"
1985;"nos-vamos-invadir-sua-praia";"ultraje-a-rigor";"vjnill3yocs";"cifras\ultraje-a-rigor\ultraje-a-rigor_nos-vamos-invadir-sua-praia.html"
1985;"escrito-nas-estrelas";"tete-espindola";"lvlgqqo0uuq";"cifras\tete-espindola\tete-espindola_escrito-nas-estrelas.html"
1985;"chuva-de-prata";"gal-costa-&-roupa-nova";"-r0zjrbuw7u";"cifras\gal-costa-&-roupa-nova\gal-costa-&-roupa-nova_chuva-de-prata.html"
1985;"verde";"leila-pinheiro";"687xuxr2pq8";"cifras\leila-pinheiro\leila-pinheiro_verde.html"
1985;"sem-pecado-e-sem-juizo";"baby-consuelo";"wffp3y3yjak";"cifras\baby-consuelo\baby-consuelo_sem-pecado-e-sem-juizo.html"
1985;"take-on-me";"a-ha";"djv11xbc914";"cifras\a-ha\a-ha_take-on-me.html"
1985;"ainda-e-cedo";"legiao-urbana";"xjcgd5pe_qy";"cifras\legiao-urbana\legiao-urbana_ainda-e-cedo.html"
1985;"love-is-love";"culture-club";"_ut11u4jupi";"cifras\culture-club\culture-club_love-is-love.html"
1985;"a-cruz-e-a-espada";"rpm";"z6wmx5i3q1e";"cifras\rpm\rpm_a-cruz-e-a-espada.html"
1985;"televisao";"titas";"adoldt02x14";"cifras\titas\titas_televisao.html"
1985;"everybody-wants-to-rule-the-world";"tears-for-fears";"agcdlkxnf3w";"cifras\tears-for-fears\tears-for-fears_everybody-wants-to-rule-the-world.html"
1985;"de-volta-pro-aconchego";"elba-ramalho";"lyck7uscalq";"cifras\elba-ramalho\elba-ramalho_de-volta-pro-aconchego.html"
1985;"cherish";"kool-&-the-gang";"s09ludyx12g";"cifras\kool-&-the-gang\kool-&-the-gang_cherish.html"
1985;"olhar-43";"rpm";"xin46vgd8p4";"cifras\rpm\rpm_olhar-43.html"
1985;"crazy-for-you";"madonna";"zn5ojgucveg";"cifras\madonna\madonna_crazy-for-you.html"
1985;"me-liga";"os-paralamas-do-sucesso";"mhkwd0brykc";"cifras\os-paralamas-do-sucesso\os-paralamas-do-sucesso_me-liga.html"
1985;"amante-profissional";"herva-doce";"quv1sacbgze";"cifras\herva-doce\herva-doce_amante-profissional.html"
1985;"tudo-pode-mudar";"metro";"sswvzk7h1du";"cifras\metro\metro_tudo-pode-mudar.html"
1985;"money-for-nothing";"dire-straits";"wtp2rud_cl0";"cifras\dire-straits\dire-straits_money-for-nothing.html"
1985;"whisky-a-go-go";"roupa-nova";"olv8zpzrbf4";"cifras\roupa-nova\roupa-nova_whisky-a-go-go.html"
1985;"o-pobre";"leo-jaime";"gl79pe4bzws";"cifras\leo-jaime\leo-jaime_o-pobre.html"
1985;"purple-rain";"prince-&-the-revolution";"f8bmm6jn6ou";"cifras\prince-&-the-revolution\prince-&-the-revolution_purple-rain.html"
1985;"shy-moon";"caetano-velso-&-ritchie";"qaamfkrui4a";"cifras\caetano-velso-&-ritchie\caetano-velso-&-ritchie_shy-moon.html"
1985;"cheia-de-charme";"guilherme-arantes";"nvqf4vpiebq";"cifras\guilherme-arantes\guilherme-arantes_cheia-de-charme.html"
1985;"tedio";"biquini-cavadao";"hv1hnmt1gbo";"cifras\biquini-cavadao\biquini-cavadao_tedio.html"
1985;"material-girl";"madonna";"dnsuofgj97m";"cifras\madonna\madonna_material-girl.html"
1985;"lately";"stevie-wonder";"xjqxpbdaqq0";"cifras\stevie-wonder\stevie-wonder_lately.html"
1985;"vaca-profana";"gal-costa";"161uotv3xnq";"cifras\gal-costa\gal-costa_vaca-profana.html"
1985;"heaven";"bryan-adams";"s6ttwr2dbjg";"cifras\bryan-adams\bryan-adams_heaven.html"
1985;"everytime-you-go-away";"paul-young";"nfk6sczrtbm";"cifras\paul-young\paul-young_everytime-you-go-away.html"
1985;"chora-coracao";"wando";"qq1tldbgodq";"cifras\wando\wando_chora-coracao.html"
1985;"i-was-born-to-love-you";"freddie-mercury";"vnhhaeupu4g";"cifras\freddie-mercury\freddie-mercury_i-was-born-to-love-you.html"
1985;"isso-aqui-ta-bom-demais";"dominguinhos-&-chico-buarque";"tp--p42vvmm";"cifras\dominguinhos-&-chico-buarque\dominguinhos-&-chico-buarque_isso-aqui-ta-bom-demais.html"
1985;"still-loving-you";"scorpions";"kai0zixbkx4";"cifras\scorpions\scorpions_still-loving-you.html"
1985;"a-formula-do-amor";"kid-abelha-&-os-aboboras-selvagens";"0nfgh-9mwno";"cifras\kid-abelha-&-os-aboboras-selvagens\kid-abelha-&-os-aboboras-selvagens_a-formula-do-amor.html"
1985;"wake-me-up-before-you-go-go";"wham!";"pigz7gmze7a";"cifras\wham!\wham!_wake-me-up-before-you-go-go.html"
1985;"one-more-night";"phil-collins";"zkvq-p3z5vg";"cifras\phil-collins\phil-collins_one-more-night.html"
1985;"verde-e-amarelo";"roberto-carlos";"loi8tvx5cyw";"cifras\roberto-carlos\roberto-carlos_verde-e-amarelo.html"
1985;"geracao-coca-cola";"legiao-urbana";"7txco-fl59m";"cifras\legiao-urbana\legiao-urbana_geracao-coca-cola.html"
1985;"make-no-mistake-(hes-mine)";"barbra-streisand-&-kim-carnes";"h-sa-exuppm";"cifras\barbra-streisand-&-kim-carnes\barbra-streisand-&-kim-carnes_make-no-mistake-(hes-mine).html"
1985;"i-feel-for-you";"chaka-khan";"hx9e44mclks";"cifras\chaka-khan\chaka-khan_i-feel-for-you.html"
1985;"forever-by-your-side";"manhattans";"o42eirrz9cw";"cifras\manhattans\manhattans_forever-by-your-side.html"
1985;"coracao-aprendiz";"fafa-de-belem";"qiifgyj3klw";"cifras\fafa-de-belem\fafa-de-belem_coracao-aprendiz.html"
1985;"i-can-wait-forever";"air-supply";"d19br_woxe4";"cifras\air-supply\air-supply_i-can-wait-forever.html"
1985;"i-miss-you";"klymaxx";"gvlhhjnppqg";"cifras\klymaxx\klymaxx_i-miss-you.html"
1985;"nada-por-mim";"marina";"gewwdwrhsn0";"cifras\marina\marina_nada-por-mim.html"
1985;"i-shoud-have-known-better";"jim-diamond";"obguqvwzybu";"cifras\jim-diamond\jim-diamond_i-shoud-have-known-better.html"
1985;"dont-close-your-eyes-tonight";"john-denver";"wbovs4kairi";"cifras\john-denver\john-denver_dont-close-your-eyes-tonight.html"
1985;"serao-extra-(eu-fui-dar-mamae)";"dr.-silvana-&-cia.";"1jp6dzwi35e";"cifras\dr.-silvana-&-cia.\dr.-silvana-&-cia._serao-extra-(eu-fui-dar-mamae).html"
